QKEY,INTERVIEW_START_W144,INTERVIEW_END_W144,DEVICE_TYPE_W144,LANG_W144,XRAND_FB_IG_W144,SMUSE_a_W144,SMUSE_c_W144,SMUSE_d_W144,SMUSE_i_W144,SMUSE2_a_W144,SMUSE2_c_W144,SMUSE2_d_W144,SMUSE2_i_W144,SOCIALNEWS2_a_W144,SOCIALNEWS2_c_W144,SOCIALNEWS2_d_W144,SOCIALNEWS2_i_W144,DOV_USE4_W144,DOV_ASKFB_W144,DOV_ASKIG_W144,FBWHY_a_W144,FBWHY_b_W144,FBWHY_c_W144,FBWHY_d_W144,FBWHY_e_W144,FBWHY_f_W144,FBWHY_g_W144,FBDEMOCRACY_W144,FBSOURCE_a_W144,FBSOURCE_b_W144,FBSOURCE_c_W144,FBSOURCE_d_W144,FBSOURCE_e_W144,FBTYPE_a_W144,FBTYPE_b_W144,FBTYPE_c_W144,FBTYPE_d_W144,FBACC_W144,FBINFLUENCE_W144,FBELSE_W144,FBWORN_W144,FBHARASS_W144,FBSHARE_W144,FBSHAREPOL_W144,FBWHYSP_a_W144,FBWHYSP_b_W144,FBWHYSP_c_W144,FBWHYSP_d_W144,FBWHYNTSP_a_W144,FBWHYNTSP_b_W144,FBWHYNTSP_c_W144,FBWHYNTSP_d_W144,FBSEEPOL_W144,FBPOLIDEO_W144,FBFREEEXP_W144,IGWHY_a_W144,IGWHY_b_W144,IGWHY_c_W144,IGWHY_d_W144,IGWHY_e_W144,IGWHY_f_W144,IGWHY_g_W144,IGDEMOCRACY_W144,IGSOURCE_a_W144,IGSOURCE_b_W144,IGSOURCE_c_W144,IGSOURCE_d_W144,IGSOURCE_e_W144,IGTYPE_a_W144,IGTYPE_b_W144,IGTYPE_c_W144,IGTYPE_d_W144,IGACC_W144,IGINFLUENCE_W144,IGELSE_W144,IGWORN_W144,IGHARASS_W144,IGSHARE_W144,IGSHAREPOL_W144,IGWHYSP_a_W144,IGWHYSP_b_W144,IGWHYSP_c_W144,IGWHYSP_d_W144,IGWHYNTSP_a_W144,IGWHYNTSP_b_W144,IGWHYNTSP_c_W144,IGWHYNTSP_d_W144,IGSEEPOL_W144,IGPOLIDEO_W144,IGFREEEXP_W144,XTWHY_a_W144,XTWHY_b_W144,XTWHY_c_W144,XTWHY_d_W144,XTWHY_e_W144,XTWHY_f_W144,XTWHY_g_W144,XTDEMOCRACY_W144,XTSOURCE_a_W144,XTSOURCE_b_W144,XTSOURCE_c_W144,XTSOURCE_d_W144,XTSOURCE_e_W144,XTTYPE_a_W144,XTTYPE_b_W144,XTTYPE_c_W144,XTTYPE_d_W144,XTACC_W144,XTINFLUENCE_W144,XTELSE_W144,XTWORN_W144,XTHARASS_W144,XTSHARE_W144,XTSHAREPOL_W144,XTWHYSP_a_W144,XTWHYSP_b_W144,XTWHYSP_c_W144,XTWHYSP_d_W144,XTWHYNTSP_a_W144,XTWHYNTSP_b_W144,XTWHYNTSP_c_W144,XTWHYNTSP_d_W144,XTSEEPOL_W144,XTPOLIDEO_W144,XTFREEEXP_W144,TTWHY_a_W144,TTWHY_b_W144,TTWHY_c_W144,TTWHY_d_W144,TTWHY_e_W144,TTWHY_f_W144,TTWHY_g_W144,TTDEMOCRACY_W144,TTSOURCE_a_W144,TTSOURCE_b_W144,TTSOURCE_c_W144,TTSOURCE_d_W144,TTSOURCE_e_W144,TTTYPE_a_W144,TTTYPE_b_W144,TTTYPE_c_W144,TTTYPE_d_W144,TTACC_W144,TTINFLUENCE_W144,TTELSE_W144,TTWORN_W144,TTHARASS_W144,TTSHARE_W144,TTSHAREPOL_W144,TTWHYSP_a_W144,TTWHYSP_b_W144,TTWHYSP_c_W144,TTWHYSP_d_W144,TTWHYNTSP_a_W144,TTWHYNTSP_b_W144,TTWHYNTSP_c_W144,TTWHYNTSP_d_W144,TTSEEPOL_W144,TTPOLIDEO_W144,TTFREEEXP_W144,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W144,WEIGHT_W144_FB,WEIGHT_W144_IG,WEIGHT_W144_XT,WEIGHT_W144_TT
2.02101E+11,2024-03-20T04:12:31Z,2024-03-20T04:13:09Z,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,4,1,2,4,2,,1,1,1,1,5,12,,3,5,1,,1,1,1,3,1,2,2,2,0.2859751877213901,,,,
2.02101E+11,2024-03-19T15:31:44Z,2024-03-19T15:35:18Z,1,1,1,1,2,1,2,2,,5,,2,,2,,0,1,1,3,3,3,1,1,1,3,1,,,,,,1,1,1,2,,,,,2,1,4,2,3,3,3,,,,,4,2,2,3,3,3,2,1,2,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,9,3,4,1,1,6,2,,1,1,1,1,6,12,,3,6,2,,2,4,1,7,5,1,2,3,0.4529890616283752,0.4529890616283752,0.4529890616283752,,
2.02101E+11,2024-03-19T15:53:02Z,2024-03-19T15:58:58Z,1,1,2,1,2,2,2,5,,,,2,,,,0,1,0,3,3,3,2,2,3,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,1,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,1,1,9,2,2,2,3,0.8176185889425447,0.8176185889425447,,,
2.02101E+11,2024-03-21T11:21:14Z,2024-03-21T11:28:41Z,2,1,2,1,2,2,2,2,,,,1,,,,0,1,0,2,2,3,2,1,2,2,3,1,1,2,2,2,1,1,1,1,3,1,1,4,2,1,5,,,,,3,3,3,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,3,1,2,4,2,,1,1,1,1,1,12,,3,5,4,1,1,2,1,9,3,2,1,3,0.3628433963288102,0.3628433963288102,,,
2.02101E+11,2024-03-19T16:47:37Z,2024-03-19T16:51:22Z,1,1,1,1,2,1,1,6,,6,6,2,,2,2,0,1,1,1,1,2,1,1,1,3,2,,,,,,1,1,1,1,,,,,1,1,2,2,2,2,1,,,,,2,1,1,1,1,1,2,1,2,3,1,,,,,,1,1,1,1,,,,,1,1,4,2,2,3,1,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,2,4,8,2,1,2,1,5,2,,1,1,1,1,1,3,2,4,2,3,2,2,3,2,1,3,2,1,1,1.8132093772164406,1.8132093772164406,1.8132093772164406,,1.8132093772164406
2.02101E+11,2024-03-22T21:43:00Z,2024-03-22T21:46:14Z,2,1,2,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,1,1,2,3,2,,,,,,2,2,1,2,,,,,2,1,4,2,3,3,3,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,2,2,3,2,2,,1,1,1,1,1,3,2,4,5,1,,1,1,3,2,2,3,2,1,1.5897657809192574,1.5897657809192574,,,
2.02101E+11,2024-03-20T23:04:41Z,2024-03-20T23:12:12Z,1,1,2,1,2,2,2,4,,,,1,,,,0,1,0,3,3,3,2,1,3,3,1,2,1,2,2,2,1,1,1,1,2,1,1,3,1,1,4,2,2,3,2,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,3,2,1,5,2,,1,2,2,1,6,1,1,1,2,2,,2,4,1,2,4,1,2,1,0.2272520722486103,0.2272520722486103,,,
2.02101E+11,2024-03-19T20:10:51Z,2024-03-19T20:33:28Z,1,1,1,1,1,2,2,3,4,,,1,1,,,0,1,0,2,1,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,3,3,99,,,,,,,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,2,1,2,3,2,,1,1,1,1,6,1,1,1,2,1,,1,1,3,1,2,2,1,1,1.054056052605759,1.054056052605759,,1.054056052605759,
2.02101E+11,2024-03-19T17:54:24Z,2024-03-19T17:58:06Z,2,1,2,1,2,2,2,2,,,,2,,,,0,1,0,2,3,2,1,1,1,3,1,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,3,1,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,1,3,2,2,,1,1,1,1,1,2,2,2,5,3,2,2,3,1,99,3,2,2,99,0.705497932,0.705497932,,,
2.02101E+11,2024-03-19T22:01:41Z,2024-03-19T22:13:02Z,2,1,1,1,1,1,2,4,1,5,,1,1,2,,0,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,5,,,,,1,3,3,3,3,2,2,3,3,3,2,1,3,3,3,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,3,2,2,1,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,4,4,3,5,3,1,3,1,3,3,3,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,1,2,2,3,2,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,9,2,1,1,2,0.4815795073423583,0.4815795073423583,0.4815795073423583,0.4815795073423583,
2.02101E+11,2024-03-19T18:56:57Z,2024-03-19T18:59:29Z,2,1,1,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,3,3,3,3,2,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,4,1,1,5,2,,1,1,1,1,5,12,,3,6,3,1,1,2,3,5,3,2,2,2,0.5343277178831087,0.5343277178831087,,,
2.02101E+11,2024-03-23T11:19:38Z,2024-03-23T11:24:13Z,2,1,1,1,1,2,2,2,3,,,1,2,,,0,1,0,3,3,2,2,1,2,3,2,2,1,2,1,1,1,1,1,1,2,1,3,3,3,1,4,3,3,3,3,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,1,3,3,,,,,,2,1,2,1,,,,,2,1,5,,,,,3,1,3,3,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,2,1,2,3,2,,1,1,1,1,2,9,,3,6,3,2,2,4,1,1,5,1,2,1,1.265278986351451,1.265278986351451,,1.265278986351451,
2.02101E+11,2024-03-20T14:14:15Z,2024-03-20T14:24:00Z,2,1,2,1,2,1,2,6,,3,,2,,1,,0,1,1,3,3,3,3,2,3,3,2,,,,,,1,2,2,2,,,,,3,2,,,,,,,,,,3,4,2,2,2,3,3,2,1,2,2,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,5,,,,,1,1,3,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,3,2,2,2,3,2,,1,1,1,1,1,1,1,1,3,1,,1,1,1,9,2,2,1,2,0.48207130880379484,0.48207130880379484,0.48207130880379484,,
2.02101E+11,2024-03-20T18:35:15Z,2024-03-20T18:35:35Z,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,6,1,2,2,2,0.44710129840382135,,,,
2.02101E+11,2024-03-19T21:11:05Z,2024-03-22T00:05:50Z,2,1,1,1,1,1,1,1,2,3,1,1,2,2,1,1,1,0,1,2,1,1,2,2,1,3,1,1,2,2,2,1,1,1,1,3,3,3,3,2,1,2,2,2,2,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,,,,,,,,,,3,2,1,2,3,5,3,2,1,3,2,2,,1,1,1,1,1,12,,3,6,4,2,2,3,2,2,3,1,1,1,2.5984226164665425,5.196845232933085,,2.5984226164665425,2.5984226164665425
2.02101E+11,2024-03-20T21:52:54Z,2024-03-20T21:57:07Z,1,1,2,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,1,1,1,1,3,,,,,,1,1,1,1,,,,,2,1,4,1,3,3,3,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,3,2,2,,1,2,2,1,1,1,1,1,2,2,,2,3,1,5,3,1,2,2,0.4628881036790989,0.4628881036790989,,,
2.02101E+11,2024-03-19T18:42:51Z,2024-03-19T18:45:44Z,2,1,2,1,2,2,2,2,,,,2,,,,0,1,0,3,3,3,1,2,2,3,99,,,,,,2,1,1,2,,,,,1,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,2,2,2,3,2,,1,1,1,1,1,12,,3,6,99,99,9,9,2,99,99,2,1,99,1.759411739308356,1.759411739308356,,,
2.02101E+11,2024-03-21T16:25:51Z,2024-03-21T16:32:35Z,1,1,2,1,1,2,2,2,6,,,1,2,,,0,1,0,3,3,3,1,1,1,3,3,2,1,1,1,1,1,1,1,1,3,2,1,3,1,1,5,,,,,3,2,1,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,1,1,3,3,,,,,,2,1,1,1,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,2,1,1,6,2,,99,3,5,99,1,12,,3,2,4,99,9,9,3,8,3,1,2,2,0.8646708032543419,0.8646708032543419,,0.8646708032543419,
2.02101E+11,2024-03-19T18:16:28Z,2024-03-19T18:26:08Z,2,1,2,2,2,1,2,,,2,,,,2,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,2,2,1,,,,,,1,2,1,2,,,,,2,1,5,,,,,3,3,3,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,1,2,1,1,6,1,6,4,1,3,2,2,2,2,2,5,2,,2,3,1,9,3,1,2,3,1.458377789723427,,1.458377789723427,,
2.02101E+11,2024-03-19T20:55:13Z,2024-03-19T21:07:13Z,2,1,1,1,2,2,2,2,,,,2,,,,0,1,0,99,3,3,2,2,1,3,1,,,,,,1,2,1,2,,,,,2,1,2,2,3,1,2,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,4,1,2,4,2,,1,4,4,1,1,1,1,1,4,3,2,2,4,1,2,4,2,1,1,0.35812611554563645,0.35812611554563645,,,
2.02101E+11,2024-03-20T17:26:51Z,2024-03-20T17:33:28Z,2,1,2,1,1,1,99,2,4,2,,2,2,2,,0,1,1,3,3,2,1,1,2,3,3,,,,,,1,1,1,1,,,,,3,1,5,,,,,3,3,3,3,4,4,2,3,2,2,1,1,1,3,3,,,,,,1,1,1,1,,,,,2,1,4,3,3,3,3,,,,,3,3,1,1,1,2,1,3,2,3,3,,,,,,1,1,1,1,,,,,3,1,4,3,3,3,3,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,3,2,1,3,2,2,,1,1,1,1,4,12,,3,6,1,,1,2,1,9,3,2,2,2,3.3959032589842915,3.3959032589842915,3.3959032589842915,3.3959032589842915,
2.02101E+11,2024-03-21T14:35:21Z,2024-03-21T14:40:14Z,2,1,1,1,2,2,2,3,,,,2,,,,0,1,0,3,3,3,1,2,2,3,99,,,,,,1,2,1,2,,,,,1,1,5,,,,,2,1,1,1,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,4,2,3,2,2,,1,1,1,1,3,11,,4,6,2,,2,9,1,2,99,2,2,1,0.8916567375767366,0.8916567375767366,,,
2.02101E+11,2024-03-22T17:36:59Z,2024-03-22T17:37:34Z,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,1,1,1,5,2,,1,4,4,1,1,12,,3,5,3,2,2,3,1,5,3,2,2,2,1.3804948177361442,,,,
2.02101E+11,2024-03-22T00:12:10Z,2024-03-22T00:15:51Z,2,1,1,1,2,1,2,2,,3,,1,,2,,0,1,1,3,3,3,1,2,2,3,3,1,1,1,1,1,1,1,1,1,2,1,2,3,2,1,5,,,,,3,1,3,1,4,4,1,3,3,3,2,2,3,3,2,,,,,,2,2,2,2,,,,,2,1,5,,,,,3,1,3,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,3,1,1,2,3,2,,1,1,1,1,2,10,,3,6,1,,1,2,3,2,3,1,2,1,4.871332981139577,4.871332981139577,4.871332981139577,,
2.02101E+11,2024-03-19T19:35:09Z,2024-03-19T19:41:10Z,2,1,1,1,2,1,1,4,,4,4,2,,2,2,0,1,1,3,3,3,2,1,1,2,3,,,,,,1,1,1,1,,,,,1,1,5,,,,,3,2,1,1,3,2,1,3,3,3,2,1,1,2,3,,,,,,2,2,2,2,,,,,1,1,5,,,,,3,2,1,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,1,1,2,,,,,,1,1,1,1,,,,,1,1,5,,,,,3,3,3,1,3,3,1,1,3,5,2,2,2,2,3,2,,1,1,1,1,3,12,,3,5,4,1,1,2,2,1,3,2,2,1,1.1260977829392147,1.1260977829392147,1.1260977829392147,,1.1260977829392147
2.02101E+11,2024-03-24T12:09:37Z,2024-03-24T12:16:43Z,2,1,2,1,1,1,2,2,3,2,,1,1,1,,0,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,3,2,1,3,2,2,,,,,,,,,,4,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,3,2,1,5,,,,,2,2,1,2,4,1,2,1,1,1,1,3,3,2,1,1,2,1,1,1,1,1,1,1,3,3,1,4,2,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,8,2,2,1,1,5,2,,1,1,1,1,1,3,2,4,3,1,,1,1,1,9,2,1,1,2,0.6716815343136946,0.6716815343136946,0.6716815343136946,0.6716815343136946,
2.02101E+11,2024-03-22T09:02:52Z,2024-03-22T09:05:43Z,2,1,2,1,2,1,2,2,,2,,2,,2,,0,1,1,3,3,2,1,3,3,2,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,2,1,3,3,2,1,3,3,2,3,,,,,,1,2,1,1,,,,,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,1,2,1,6,2,,2,1,1,4,1,4,2,4,6,2,,2,4,3,9,5,1,2,3,1.6876577515337763,1.6876577515337763,1.6876577515337763,,
2.02101E+11,2024-03-20T19:21:36Z,2024-03-20T19:25:29Z,1,1,1,1,2,2,2,6,,,,2,,,,0,1,0,3,3,3,3,3,3,2,2,,,,,,2,1,1,1,,,,,1,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,3,4,1,2,4,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,99,2,2,2,99,0.3624664078195386,0.3624664078195386,,,
2.02101E+11,2024-03-20T04:23:08Z,2024-03-20T04:31:47Z,2,1,1,1,1,1,1,6,4,3,4,2,1,2,2,1,1,0,3,3,3,2,2,2,3,1,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,2,3,1,1,2,2,1,1,1,1,1,1,4,2,3,4,3,1,4,2,2,3,3,,,,,3,4,1,2,3,3,1,3,1,1,1,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,1,1,4,9,2,3,2,1,5,2,,4,3,5,4,3,12,,3,6,4,2,2,3,1,4,3,1,2,1,0.4496385185782455,0.899277037,,0.4496385185782455,0.4496385185782455
2.02101E+11,2024-03-19T18:16:57Z,2024-03-19T18:22:50Z,2,1,2,1,1,2,2,2,5,,,1,1,,,0,1,0,1,2,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,,,,,,,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,3,2,3,2,1,2,1,2,1,1,1,1,1,3,2,1,3,2,2,,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,8,1,2,1,2,0.41310772337094726,0.41310772337094726,,0.41310772337094726,
2.02101E+11,2024-03-20T09:36:05Z,2024-03-20T09:40:33Z,2,1,2,1,2,1,2,2,,4,,2,,2,,0,1,1,3,3,2,2,1,3,3,3,,,,,,1,1,1,1,,,,,2,1,5,,,,,3,2,1,3,3,2,1,3,3,3,1,2,3,3,2,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,2,1,2,4,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,3,1,4,2,2,1.7510510520001723,1.7510510520001723,1.7510510520001723,,
2.02101E+11,2024-03-22T22:35:26Z,2024-03-22T22:46:31Z,2,1,1,1,2,1,1,6,,6,6,2,,2,2,0,1,1,3,3,3,2,3,2,3,99,,,,,,1,1,1,1,,,,,1,99,,,,,,,,,,99,,1,3,3,3,3,3,3,3,3,,,,,,1,99,99,99,,,,,2,99,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,3,3,2,,,,,,1,1,1,2,,,,,99,2,,,,,,,,,,3,4,2,1,3,5,3,3,2,2,3,99,,1,99,99,1,3,1,99,1,3,2,,2,3,1,99,3,1,1,99,0.20246395672054585,0.20246395672054585,0.20246395672054585,,0.20246395672054585
2.02101E+11,2024-03-21T07:43:14Z,2024-03-21T07:51:16Z,1,1,1,1,2,2,2,6,,,,2,,,,0,1,0,3,3,3,3,3,2,3,2,,,,,,2,2,1,2,,,,,1,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,2,4,2,2,3,2,,1,2,2,1,3,1,1,1,1,2,,2,3,1,1,1,2,2,1,0.2548438641370137,0.2548438641370137,,,
2.02101E+11,2024-03-19T17:14:41Z,2024-03-19T17:18:41Z,2,1,1,1,2,99,1,5,,,4,2,,,2,0,1,0,1,3,3,2,1,2,1,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,1,2,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,2,1,1,5,,1,2,3,5,3,3,2,2,3,2,,1,1,1,1,4,1,1,1,6,3,1,1,2,1,1,5,2,2,1,0.4861572801954775,0.4861572801954775,,,0.4861572801954775
2.02101E+11,2024-03-20T17:25:26Z,2024-03-20T17:30:41Z,1,1,1,1,1,1,2,5,4,4,,2,2,2,,0,1,1,3,3,3,3,2,3,3,2,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,3,4,1,3,3,2,1,3,3,3,1,,,,,,1,2,2,2,,,,,2,2,,,,,,,,,,4,4,1,2,3,2,3,3,3,3,1,,,,,,2,1,1,2,,,,,3,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,3,4,1,3,2,2,,1,1,1,1,1,1,1,1,1,1,,1,1,1,9,2,1,2,3,0.4478228069541176,0.4478228069541176,0.4478228069541176,0.4478228069541176,
